OBJECTID,Request_ID,Create_Date,Department,Request_Type,Address,District,Status,Close_Date,Origin,Latitude,Longitude,Year,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
118,317763,1609788900000,FAQ,Ask 3-1-1,,,Closed,1609788900000.0,Call Center,0.0,0.0,2021,{9477CD88-11EA-4C27-9349-98089ED436BF},,,,,NaN,NaN
119,317764,1609789080000,FAQ,FAQ-City Hall ,,,Closed,1609789080000.0,Call Center,0.0,0.0,2021,{8C2EE1B3-A7E7-462F-861C-A0D08A548E25},,,,,NaN,NaN
120,317765,1609789380000,FAQ,Ask 3-1-1,,,Closed,1609789380000.0,Call Center,0.0,0.0,2021,{0591AC0F-F601-4B04-998B-537F4A04E1A8},,,,,NaN,NaN
121,317766,1609790040000,Sanitation Department,Missed Pick Up,3604 FOXHALL DR,5.0,Closed,1610055900000.0,Call Center,32.3385776,-86.2548446,2021,{9AE2EA7B-0DA4-4CD2-B31E-CE121B83FCDA},,,,,525978.5028930791,669045.3207704872
122,317767,1609790580000,Code Enforcement,Inquiries,681 JORYNE DR,1.0,Closed,1609790580000.0,Call Center,32.3733943,-86.2497263,2021,{44E3A7DA-26DA-41BE-85AA-C9C0787AB157},,,,,527608.6216800772,681705.8436777368
123,317768,1609790760000,Sanitation Department,Inquiries,OLD FARM RD,7.0,Closed,1609790760000.0,Call Center,32.3498653,-86.2657104,2021,{EC79167E-0B28-4C8B-9237-38F779581E52},,,,,522639.0397557467,673165.2862838209
124,317769,1609791960000,Traffic Engineering,Repair Existing Signs,SOUTH BURBANK DR ,9.0,Closed,1609960020000.0,Call Center,32.3784397,-86.1996948,2021,{405505D9-7A71-4BEE-B609-0DB41D4F96CC},,,,,543061.8345399946,683484.9205001593
125,317770,1609792020000,Sanitation Department,Inquiries,,,Closed,1609792020000.0,Call Center,0.0,0.0,2021,{32930D57-FED2-4884-B0D6-FBBDD4888289},,,,,NaN,NaN
126,317771,1609792140000,Street Maintenance,Clean Inlets,4133 BIENVILLE RD,1.0,Closed,1610398320000.0,Call Center,32.3674113,-86.2401274,2021,{DBC94BF8-6F12-4B28-A1E8-B80CD9102F4E},,,,,530563.9536959119,679517.7581589073
127,317772,1609792440000,Sanitation Department,Dead Animal pickup,3013 NORTH COLONIAL DR,5.0,Closed,1611935040000.0,Call Center,32.336524,-86.2601606,2021,{08735622-3CFD-44D1-A474-31C76B5ABD0F},,,,,524333.6105135791,668304.7021729872
128,317773,1609792740000,Code Enforcement,Parking On Front Lawn,MEADOW LN,6.0,Closed,1609873740000.0,Call Center,32.3166748,-86.2667694,2021,{A2E6A933-3408-4209-93AC-6BFBAEE9214E},,,,,522263.1376204118,661091.5640402362
129,317774,1609792920000,FAQ,FAQ-City Council Members,,,Closed,1609792920000.0,Call Center,0.0,0.0,2021,{37FA8C2B-C90F-43DE-9687-D9504FFC5900},,,,,NaN,NaN
130,317775,1609793040000,Planning Department,Inquiries,E 2nd St,3.0,Closed,1609793700000.0,Website,32.3640762,-86.2801214,2021,{D960AD10-6554-48AA-83BE-3F09AB27FA25},,,,,518210.1424455792,678353.651891321
131,317776,1609793340000,Code Enforcement,Nuisance,482 MAURY ST,3.0,Closed,1609944240000.0,Call Center,32.3603967,-86.3007269,2021,{0AE73479-6F37-4D53-8212-EDD0BE0171C6},,,,,511841.7956022471,677042.1745274067
132,317777,1609793520000,Planning Department,Business in Residential District,201 SECOND ST (MHP),3.0,Closed,1609857960000.0,Call Center,32.4271403,-86.2815383,2021,{D9953350-0AF1-4158-9756-19FE597D9EED},,,,,517868.7973277457,701299.0935331583
133,317778,1609794120000,Code Enforcement,Nuisance,201 SECOND ST (MHP),3.0,Closed,1609940820000.0,Call Center,32.4271403,-86.2815383,2021,{3F7762FF-FBFC-4361-BDE0-F4BC17C34EC6},,,,,517868.7973277457,701299.0935331583
134,317779,1609794540000,Sanitation Department,Exchange Damage Container,1363 BANCROFT AVE,5.0,Closed,1610111640000.0,Call Center,32.3240299,-86.2833623,2021,{6470B5FA-B3E3-4FE5-BC02-6281A4D176C3},,,,,517148.20428074524,663788.5504441559
135,317780,1609794840000,Sanitation Department,Inquiries,2221 GREEN PARK DR,7.0,Closed,1609794840000.0,Call Center,32.3452864,-86.2739243,2021,{DD4F7968-8979-49A9-8DB9-8FCC1E1F364D},,,,,520095.5297509134,671509.7715502381
136,317781,1609795020000,FAQ,Ask 3-1-1,,,Closed,1609795020000.0,Call Center,0.0,0.0,2021,{BACE6CDA-41D3-44A9-95DE-DED0D2911E6F},,,,,NaN,NaN
137,317782,1609795020000,Sanitation Department,Inquiries,,,Closed,1609795020000.0,Call Center,0.0,0.0,2021,{841BCD43-7DFA-40E1-8C77-95F719367847},,,,,NaN,NaN
138,317783,1609795140000,Code Enforcement,Nuisance,3201 CAFFEY DR,4.0,Closed,1609795140000.0,Call Center,32.3474634,-86.3363888,2021,{B5746FFB-BC8F-4CAC-B68A-65FF45FA8435},,,,,500807.6523162462,672386.7888250723
139,317784,1609795200000,Building Maintenance,Fire Carpentry,19 MADISON AVE,3.0,Closed,1610371140000.0,Call Center,32.3800947,-86.3084756,2021,{101258D2-3872-4916-9A35-57A26CFE4775},,,,,509480.896124579,684219.1030869037
140,317785,1609795500000,Sanitation Department,Inquiries,,,Closed,1609795500000.0,Call Center,0.0,0.0,2021,{A0D36C4D-1011-49F4-AFB6-411864B184F8},,,,,NaN,NaN
141,317786,1609795740000,Street Maintenance,Fallen Trees and Limbs,3636 FARRAR ST,7.0,Closed,1610114880000.0,Call Center,32.3404677,-86.3109327,2021,{CBC8FB47-9C04-4985-A289-2908F124A378},,,,,508658.00997507945,669805.671611987
142,317787,1609795800000,FAQ,Ask 3-1-1,,,Closed,1609795800000.0,Call Center,0.0,0.0,2021,{7DB9B2AD-404C-478A-90C4-2DC7FD164C99},,,,,NaN,NaN
143,317788,1609795920000,Code Enforcement,General Repairs,6267 Bell Gables Rd,9.0,Closed,1609873740000.0,Call Center,32.3800727,-86.1920906,2021,{9499042B-C445-4A7F-AA0B-3E46931E283F},,,,,545411.4443420805,684071.0695903227
144,317789,1609795980000,Traffic Engineering,Replace a signal indication that is not working,WEST FAIRVIEW AVE,7.0,Closed,1609939740000.0,Call Center,32.3516429,-86.31658,2021,{23F3D672-07F1-4109-8F4B-7D1B0D6608A4},,,,,506932.14597274736,673879.1683862358
145,317790,1609796160000,Inspections Department,Inquiries,,,Closed,1609796160000.0,Call Center,0.0,0.0,2021,{1E073AF0-8BF8-4CF3-A7AD-16E22E732171},,,,,NaN,NaN
146,317791,1609796160000,Sanitation Department,Request A New Container,909 EXCELSIOR DR,2.0,Closed,1610397120000.0,Website,32.404919,-86.1888831,2021,{2021433C-6C51-4BF0-AEB0-253A72C23E97},,,,,546431.7172359116,693107.1509275734
147,317792,1609796460000,Sanitation Department,Inquiries,,,Closed,1609796460000.0,Call Center,0.0,0.0,2021,{676AC182-E40B-44E7-9C04-5A932634470E},,,,,NaN,NaN
148,317793,1609797180000,Building Maintenance,COM Electrical,934 NORTH RIPLEY ST,3.0,Closed,1609863720000.0,Call Center,32.3872141,-86.2980116,2021,{9D2F919A-7CAE-49DA-B5D1-53051B6A1607},,,,,512722.62061224505,686795.0500347391
149,317794,1609797420000,Street Maintenance,Concrete Repairs,4159 ST LOUIS RD,6.0,Closed,1683645420000.0,Call Center,32.3139702,-86.2362339,2021,{B9D519DD-2774-4BB0-8896-4072305B1386},,,,,531692.9901517443,660070.7993494868
150,317795,1609797540000,Sanitation Department,Inquiries,,,Closed,1609797540000.0,Call Center,0.0,0.0,2021,{8A490655-7B43-4490-B3A1-A4E1578277BC},,,,,NaN,NaN
151,317796,1609797600000,Street Maintenance,Sidewalk,4159 ST LOUIS RD,6.0,Closed,1614959160000.0,Call Center,32.3139702,-86.2362339,2021,{DECE873D-8B39-4C98-9934-FF6E222A4E48},,,,,531692.9901517443,660070.7993494868
152,317797,1609797720000,Sanitation Department,Inquiries,,,Closed,1609797720000.0,Call Center,0.0,0.0,2021,{0A6A50B5-31C7-4157-869E-2EADA240A9A6},,,,,NaN,NaN
153,317798,1609798440000,FAQ,Ask 3-1-1,,,Closed,1609798440000.0,Call Center,0.0,0.0,2021,{C5231979-27BB-48A6-B5CB-C6D522304695},,,,,NaN,NaN
154,317799,1609798800000,Code Enforcement,Inquiries,,,Closed,1609798800000.0,Call Center,0.0,0.0,2021,{FFA0DA9F-79EE-4502-8E01-2D0ECE5D9D15},,,,,NaN,NaN
155,317800,1609798980000,Code Enforcement,Nuisance,3336 AUDUBON RD,7.0,Closed,1609956300000.0,Call Center,32.3461518,-86.291636,2021,{C0CC4985-D157-4102-A84F-E14ED397F3F7},,,,,514626.7857671641,671847.5717276558
156,317801,1609799040000,Sanitation Department,Inquiries,,,Closed,1609799040000.0,Call Center,0.0,0.0,2021,{E4C030E5-66C5-4DE0-A3F6-211185C603BF},,,,,NaN,NaN
157,317802,1609799100000,FAQ,Ask 3-1-1,7607 DEER RIDGE CT,1.0,Closed,1609799100000.0,Call Center,32.3961114,-86.1519249,2021,{D640E06B-E26F-42D7-9547-EBD77920AF74},,,,,557828.8013970777,689866.8778805733
158,317803,1609799220000,Sanitation Department,Backyard Trash Pickup (Disability Service),3055 MEDFORD LN,6.0,Closed,1610042460000.0,Call Center,32.3208478,-86.2489328,2021,{D33B24B3-915A-4BFE-8164-01F5A3BA10A9},,,,,527779.4159579128,662587.9124254882
159,317804,1609799580000,Sanitation Department,Missed Pick Up,3055 MEDFORD LN,6.0,Closed,1609799580000.0,Call Center,32.3208478,-86.2489328,2021,{2D6F64A4-218F-41FB-83C7-E574EC776576},,,,,527779.4159579128,662587.9124254882
160,317805,1609800240000,FAQ,Ask 3-1-1,,,Closed,1609800240000.0,Call Center,0.0,0.0,2021,{F71AF56C-FDCB-4A7A-B5A7-0965D5A8F386},,,,,NaN,NaN
161,317806,1609801320000,FAQ,Ask 3-1-1,,,Closed,1609801320000.0,Call Center,0.0,0.0,2021,{134A269D-7B04-4681-A734-0FC97CE218CB},,,,,NaN,NaN
162,317807,1609801500000,Street Maintenance,Request Cleaning,SETH JOHNSON DR,5.0,Closed,1649082840000.0,Call Center,32.3126066,-86.2832117,2021,{22FDDE08-3284-40EB-925F-0D426D3E142F},,,,,517177.28033807874,659632.4468797371
163,317808,1609801680000,Code Enforcement,Parking On Front Lawn,1243 High Point Rd,2.0,Closed,1609873740000.0,Call Center,32.4022422,-86.2553206,2021,{BD41E8AB-7F0F-496B-A5EE-77830CC50382},,,,,525922.8176369965,692207.855810158
164,317809,1609801740000,Code Enforcement,Parking On Front Lawn,1401 PINE RIDGE RD,2.0,Closed,1609874160000.0,Call Center,32.4029781,-86.2548049,2021,{11709BEF-8EF7-4CFC-B71A-D97FF749C42B},,,,,526083.0420540795,692474.9589504898
165,317810,1609810200000,Traffic Engineering,Stop Sign Missing/Damaged,1349 S Perry St,3.0,Closed,1609854180000.0,Website,32.3593495,-86.3064939,2021,{133C88BE-FD12-4A1D-8171-53FE864CF1AE},,,,,510059.3221330792,676669.0135283247
166,317811,1609816260000,Street Maintenance,Sidewalk,1405 S Perry St,3.0,Closed,1721394600000.0,Website,32.3589097,-86.3065732,2021,{307D86DE-00C6-442C-B041-61BF771652A7},,,,,510034.1273015775,676509.1168664917
167,317812,1609848360000,Building Maintenance,COM Ballfield Lighting,205 PERRY HILL RD,1.0,Closed,1609855620000.0,Call Center,32.3802185,-86.243555,2021,{2CBED5D9-D33B-479F-ADB7-076EE3ADC7CD},,,,,529523.494818829,684181.2124146596
168,317813,1609853880000,FAQ,FAQ- Montgomery Police Department,,,Closed,1609853940000.0,Call Center,0.0,0.0,2021,{6E6F179A-64B5-46E4-B171-83175E282CFD},,,,,NaN,NaN
169,317814,1609854840000,Building Maintenance,Fire Carpentry,4110 CARMICHAEL RD,5.0,Closed,1609855680000.0,Call Center,32.3565168,-86.2418099,2021,{DB535CC6-B045-4F0B-B39B-37606FA96523},,,,,530029.3320617452,675556.1932474077
170,317815,1609855560000,Building Maintenance,Fire Carpentry,4110 CARMICHAEL RD,5.0,Closed,1610111160000.0,Call Center,32.3565168,-86.2418099,2021,{670706C6-4A31-4B23-9EE4-105F43070E32},,,,,530029.3320617452,675556.1932474077
171,317816,1609855800000,Code Enforcement,Nuisance,3515 COTTONWOOD DR,1.0,Closed,1609941000000.0,Call Center,32.3809553,-86.2557967,2021,{49E33A1A-24D0-4803-9C22-A306281AB8C8},,,,,525745.2802624106,684463.9769409895
172,317817,1609855860000,FAQ,Ask 3-1-1,,,Closed,1609855860000.0,Call Center,0.0,0.0,2021,{013A4B3B-769D-40B9-94BC-7CBBF3D4DEC9},,,,,NaN,NaN
173,317818,1609856160000,Sanitation Department,Dead Animal pickup,308 SEMINOLE DR,1.0,Closed,1613653680000.0,Call Center,32.3818724,-86.1516068,2021,{1D1A5DBB-22F9-4034-968B-D3691CA01D19},,,,,557911.5735412464,684686.2747247368
174,317819,1609856220000,Sanitation Department,Inquiries,,,Closed,1609856220000.0,Call Center,0.0,0.0,2021,{FDDAE6BB-ED90-4CDA-841D-32819B47253B},,,,,NaN,NaN
175,317820,1609856280000,Sanitation Department,Inquiries,SOUTH HULL ST,3.0,Closed,1609856280000.0,Call Center,32.361213,-86.303044,2021,{FA18673C-BD0B-4358-8C6B-8E9EC380F409},,,,,511127.6024768278,677342.2867880762
176,317821,1609856340000,Sanitation Department,Inquiries,,,Closed,1609856340000.0,Call Center,0.0,0.0,2021,{3724B4F9-CC62-424A-A2EE-2CFF195EF18A},,,,,NaN,NaN
177,317822,1609856640000,Building Maintenance,COM Plumbing,5995 CHRISTY LN,6.0,Closed,1609863660000.0,Call Center,32.307856,-86.2232342,2021,{515567F4-05C1-4D10-99FA-A5B6EB4A4974},,,,,535701.1041827463,657831.5502190739
178,317823,1609856820000,Code Enforcement,Nuisance,250 W Fleming Rd,5.0,Closed,1610038800000.0,Report2Gov Android,32.3226902,-86.3131718,2021,{F4E54B18-536D-41DC-8029-8570B2B493D2},,,,,507937.4779515788,663341.109409906
179,317824,1609857180000,Code Enforcement,Nuisance,3560 NORMAN BRIDGE RD,7.0,Closed,1609963140000.0,Report2Gov Android,32.3387051,-86.2997755,2021,{2A2A4E8D-6C18-40C5-8589-5EB45DA26F2F},,,,,512101.20059524477,669149.2306676582
180,317825,1609857840000,Sanitation Department,Request A New Container,205 NATIONAL ST,7.0,Closed,1610633280000.0,Call Center,32.3389766,-86.3105958,2021,{1C0FE9EB-7056-40EA-AF43-5EB347FA9B56},,,,,508759.6465828307,669262.7284721583
181,317826,1609858020000,FAQ,Ask 3-1-1,,,Closed,1609858020000.0,Call Center,0.0,0.0,2021,{79E93DDA-0B65-41A3-8A28-79B8F0B941D3},,,,,NaN,NaN
182,317827,1609858320000,Sanitation Department,Inquiries,,,Closed,1609858320000.0,Call Center,0.0,0.0,2021,{080DC97A-4DF9-467E-B804-0F983B6166B0},,,,,NaN,NaN
183,317828,1609858440000,Sanitation Department,Inquiries,,,Closed,1609858440000.0,Call Center,0.0,0.0,2021,{D155B912-7204-445D-980E-A004560FF291},,,,,NaN,NaN
184,317829,1609858440000,FAQ,FAQ-City Hall ,,,Closed,1609858440000.0,Call Center,0.0,0.0,2021,{113D60A4-B2B3-4444-953C-B24E0B48702A},,,,,NaN,NaN
185,317830,1609858620000,Building Maintenance,Fire Upholstery,,,Closed,1609868820000.0,Call Center,0.0,0.0,2021,{AB6817F4-650F-4828-8463-31EB228940D4},,,,,NaN,NaN
186,317831,1609858620000,Sanitation Department,Missing Trash Container,23 N California St,3.0,Closed,1610631780000.0,Call Center,32.3813422,-86.282024,2021,{56E23989-15E8-453D-ACE5-930AA7545C6D},,,,,517649.0031479113,684637.7019872367
187,317832,1609858800000,Urban Forestry,Tree Issues On City R.O.W.,603 FEDERAL DR,3.0,Closed,1610033160000.0,Call Center,32.3871616,-86.2728931,2021,{4B3369BE-9B1D-4E5A-9239-BEF9BA304786},,,,,520476.5749205798,686743.1751384884
188,317833,1609859160000,Code Enforcement,Parking On Front Lawn,3673 OAK ST,7.0,Closed,1610038620000.0,Call Center,32.3397912,-86.3233949,2021,{3B256B33-C88D-4474-AACC-A6BA7A563E8D},,,,,504807.8385415785,669576.9407702386
189,317834,1609859520000,Street Maintenance,Clean Inlets,5831 BRIDLE PATH LN,8.0,Closed,1610115420000.0,Call Center,32.3356585,-86.2205942,2021,{194F9F08-0C31-4DBB-93CF-E8BA66D73FEF},,,,,536553.3301685788,667943.3849822357
190,317835,1609860000000,FAQ,Ask 3-1-1,,,Closed,1609860000000.0,Call Center,0.0,0.0,2021,{4ED17B6B-8AC0-4709-8E0E-7FCF6C7472AB},,,,,NaN,NaN
191,317836,1609861140000,Code Enforcement,Nuisance,BREWER RD,4.0,Closed,1610461260000.0,Call Center,32.3148712,-86.3883286,2021,{B2E11ECC-5C93-4129-8C06-E6AA9B2DC157},,,,,484705.4082740806,660608.5702555701
192,317837,1609861260000,Sanitation Department,Exchange Damage Container,4335 DANNELLY DR,4.0,Closed,1610111760000.0,Call Center,32.3142961,-86.3871437,2021,{25551C3E-64D9-49BD-BE5E-3D91CF5DC161},,,,,485070.39737349376,660397.4486305714
193,317838,1609861920000,Inspections Department,Permits,2196 ALLENDALE RD,7.0,Closed,1619468100000.0,Call Center,32.3448177,-86.2760262,2021,{19AA6EFA-7FA3-4F64-9E6F-EA79B2628312},,,,,519445.67311099544,671341.9303504899
194,317839,1609861980000,FAQ,Ask 3-1-1,,,Closed,1609861980000.0,Call Center,0.0,0.0,2021,{E9831A24-E783-4907-BFB4-27A15CAE4EFF},,,,,NaN,NaN
195,317840,1609862040000,Street Maintenance,Clean Inlets,2196 ALLENDALE RD,7.0,Closed,1610115420000.0,Call Center,32.3448177,-86.2760262,2021,{801AE0F0-1234-45AC-B0F5-57CC008EFB17},,,,,519445.67311099544,671341.9303504899
196,317841,1609862160000,Sanitation Department,Inquiries,,,Closed,1609862160000.0,Call Center,0.0,0.0,2021,{99A310AF-8600-4D22-94BB-6B465932C128},,,,,NaN,NaN
197,317842,1609862160000,Street Maintenance,Curb and Gutter Lines- Concrete Repair,2196 ALLENDALE RD,7.0,In Progress,,Call Center,32.3448177,-86.2760262,2021,{691A2EDA-85B0-44DD-AB4F-DB3ADA666CDE},,,,,519445.67311099544,671341.9303504899
198,317843,1609862460000,Sanitation Department,Garbage/Debris Dumping ( For debris that have been dumped mainly in downtown Montgomery along the r.o.w),ANN ST,5.0,Closed,1610112660000.0,Call Center,32.3611595,-86.2167573,2021,{7772CE90-9FF6-4672-9352-5FA48E403D9D},,,,,537771.6620494947,677216.6446509063
199,317844,1609862460000,Sanitation Department,Leaves and Debris Pick up,1158 BASSETT DR,5.0,Closed,1610139300000.0,Call Center,32.3152485,-86.2862766,2021,{C594717B-4889-4051-BB4D-1F4491ED31E5},,,,,516234.4364232458,660597.5834009051
200,317845,1609862940000,Sanitation Department,Leaves and Debris Pick up,RAY THORINGTON RD,8.0,Closed,1610386260000.0,Website,32.3177572,-86.1390557,2021,{7A0AF5F3-4665-468F-A663-FD520CF3228C},,,,,561719.6758331619,661349.2902308255
201,317846,1609863120000,Code Enforcement,Nuisance,3341 PILGRIM ST,4.0,Closed,1610110740000.0,Call Center,32.337182,-86.36426,2021,{7D09B49D-771D-4F44-B966-F0C0C29E6B78},,,,,492181.5212745778,668687.8392019868
202,317847,1609863300000,Traffic Engineering,Rumble Strips**DO NOT USE***,1836 WOODMERE LOOP,9.0,Closed,1610048700000.0,Call Center,32.3484947,-86.2048305,2021,{73C49ED4-4128-42A4-8BCF-249C8B7351DA},,,,,541438.4959231615,672596.0731834024
203,317848,1609864140000,Building Maintenance,COM Carpentry,35 MONROE ST,3.0,Closed,1610371140000.0,Call Center,32.3789772,-86.3084173,2021,{535FD50F-6BD7-4D7B-B637-DF07A08B0891},,,,,509497.0893336609,683812.4611836523
204,317849,1609864200000,Sanitation Department,Inquiries,DALRAIDA RD,2.0,Closed,1609864200000.0,Call Center,32.3940666,-86.2452677,2021,{0B5BEE99-9199-4C7B-AB83-EBA850D32AFD},,,,,529014.1503650807,689221.3617831543
205,317850,1609864260000,FAQ,Ask 3-1-1,,,Closed,1609864260000.0,Call Center,0.0,0.0,2021,{1809FD66-25AF-4BEE-8F1F-5D4372E15AB7},,,,,NaN,NaN
206,317851,1609864500000,FAQ,Ask 3-1-1,,,Closed,1609864500000.0,Call Center,0.0,0.0,2021,{146C8AE9-68B7-4522-A857-DC2202CC5ED6},,,,,NaN,NaN
207,317852,1609864680000,Sanitation Department,Exchange Damage Container,2354 ELSMEADE DR,6.0,Closed,1610396880000.0,Call Center,32.3235507,-86.26857,2021,{ABD81B1D-8B1A-481D-8CBF-ACA5E86DD1F0},,,,,521717.02453941107,663595.3365917429
208,317853,1609865160000,Street Maintenance,Fallen Trees and Limbs,829 COLUMBUS ST,3.0,Closed,1650295800000.0,Call Center,32.3822613,-86.2978523,2021,{FDEFAA09-1363-484D-A440-87042C01FBD5},,,,,512763.97157941386,684992.9391376525
209,317854,1609865220000,Street Maintenance,Fallen Trees and Limbs,437 SOUTH JACKSON ST,3.0,Closed,1642622700000.0,Call Center,32.371113,-86.296051,2021,{6503F5AB-EEA0-4730-B777-B0EB3712A5E4},,,,,513302.52004299685,680934.6283566579
210,317855,1609865400000,Street Maintenance,Fallen Trees and Limbs,1011 GROVE ST,3.0,Closed,1642625760000.0,Call Center,32.3697756,-86.2950946,2021,{A1CE997F-CF91-44A0-8F45-E5C476E650A5},,,,,513595.71204191074,680446.7894373238
211,317856,1609865460000,Sanitation Department,Inquiries,,,Closed,1609865460000.0,Call Center,0.0,0.0,2021,{33F7C61F-B0D3-4EA9-98A1-A534CC60F98C},,,,,NaN,NaN
212,317857,1609866000000,Building Maintenance,COM Plumbing,1001 MADISON AVE,3.0,Closed,1609876440000.0,Call Center,32.3805787,-86.2944381,2021,{DBF056B0-556C-4F8C-9276-FAC285E82911},,,,,513815.3484136611,684376.2264603227
213,317858,1609866300000,Street Maintenance,Curb/Gutter Clean up (dirt/debris),3709 LE BRON RD,7.0,Closed,1611235800000.0,Call Center,32.3343383,-86.2971196,2021,{60B0E338-FB05-4875-8F99-387C13466B68},,,,,512914.6317111626,667556.9782747403
214,317859,1609866420000,FAQ,FAQ- Montgomery Police Department,LE BRON RD,7.0,Closed,1609866420000.0,Call Center,32.344001,-86.2940759,2021,{EB23E23A-3384-45FE-A860-F4280177CDBB},,,,,513869.88570616394,671068.3196772411
215,317860,1609866540000,FAQ,Ask 3-1-1,,,Closed,1609866540000.0,Call Center,0.0,0.0,2021,{8782AEC7-6937-4877-81B9-ECDCC90BD2EA},,,,,NaN,NaN
216,317861,1609866660000,FAQ,Ask 3-1-1,,,Closed,1609866660000.0,Call Center,0.0,0.0,2021,{27A4CE6C-25E2-45C2-80FC-82F3299A1687},,,,,NaN,NaN
217,317862,1609867140000,FAQ,Ask 3-1-1,,,Closed,1609867140000.0,Call Center,0.0,0.0,2021,{971A51F1-F43D-4599-B4F7-934C20AF32AE},,,,,NaN,NaN
218,317863,1609867440000,Sanitation Department,Inquiries,,,Closed,1609867440000.0,Call Center,0.0,0.0,2021,{9D6F596E-2AA0-42DA-B3D9-318DA200BDAA},,,,,NaN,NaN
219,317864,1609867860000,Code Enforcement,Nuisance,1459 S Holt St,7.0,Closed,1609962840000.0,Report2Gov Android,32.3576938,-86.3202252,2021,{369DD111-8890-468E-BF98-53B716D4B756},,,,,505816.44807291403,676085.6623328254
220,317865,1609867920000,Sanitation Department,Inquiries,SANDSTONE CT,9.0,Closed,1609867920000.0,Call Center,32.3539702,-86.2079616,2021,{61255FF1-05AB-4B02-9821-5A2C8749A4F5},,,,,540478.4932499938,674591.4845469072
221,317866,1609868040000,Street Maintenance,Clean Inlets,COTTINGHAM DR,5.0,Closed,1610115180000.0,Call Center,32.3434252,-86.2359313,2021,{29EBAB1D-B76D-4DC7-95BA-ABAA44254628},,,,,531826.7451335788,670786.453771159
222,317867,1609868040000,Street Maintenance,Pothole Repairing,3119 OLD DOBBIN RD,8.0,Closed,1617738120000.0,Call Center,32.3369504,-86.2246237,2021,{8D26D955-4BF8-450D-ABF8-6A79D152B32A},,,,,535310.4461714141,668417.9135607406
